pose_id,right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder
783,90.552,88.78408,12.019424,173.4322,173.67137,167.15564,164.5588
784,92.33743,85.54963,10.306087,172.01033,169.57848,161.01566,158.76096
785,89.424194,87.77551,34.18177,148.67773,142.53189,131.37761,140.22241
786,76.16902,79.537,80.98406,168.55257,164.71976,132.099,150.96504
787,69.429695,83.21166,81.07502,163.56192,159.36273,121.25342,151.20255
788,82.38227,89.78095,97.85482,147.56001,152.09714,117.30808,140.33742
789,34.60536,29.879242,43.259415,139.75919,106.32241,131.89825,161.52292
790,47.215355,32.213676,42.12713,118.08981,112.694244,132.60548,143.91736
791,50.164978,92.09409,27.711811,160.92096,163.16052,141.80502,144.25755
792,90.087906,64.340065,52.928856,89.892,76.04472,150.81477,147.14474
793,80.97839,72.283165,48.217373,127.62906,127.31702,151.93318,142.42616
794,78.15272,64.684425,49.261517,126.47167,131.00061,153.5538,136.77536
795,85.1537,65.974174,53.253704,104.392296,104.19337,148.18774,133.21277
796,100.46189,62.575054,17.32042,172.22467,171.75307,155.48483,117.9506
797,87.941246,61.746834,17.718191,168.10565,161.61096,165.2249,134.42284
798,89.60051,65.04427,17.54321,168.39594,165.22127,170.017,136.3982
799,122.636665,122.136536,62.94285,160.71585,149.12946,136.63461,113.008736
800,69.23784,68.62003,45.690712,154.25998,134.66905,167.93346,153.24942
801,57.386257,43.442318,82.824455,152.32645,150.33153,144.91608,134.7909
802,20.756374,41.59231,17.548725,123.38281,136.68808,132.26837,99.68204
803,74.66962,54.689407,4.3975677,165.42867,172.03992,135.49628,165.04166
804,125.386665,117.7748,90.47394,61.36103,87.49603,137.90398,143.24406
805,138.63934,135.0822,62.360703,58.68352,122.53121,148.84178,144.58897
806,147.58238,100.38577,54.32603,64.49927,78.58739,154.98547,139.48865
807,56.948414,60.91453,49.80823,131.01791,159.89574,151.13152,152.22871
808,48.088013,53.80479,57.62183,132.22287,162.75337,165.07516,165.33495
809,49.984528,53.60703,51.030304,144.81181,168.96846,161.55315,156.77745
810,133.65535,96.33751,21.148867,170.28955,166.41728,159.04086,116.29981
811,60.749886,59.546844,51.219852,173.8333,170.156,155.2594,156.39856
812,53.225037,51.21432,54.585846,167.79097,167.65881,152.22897,136.37463
813,54.897923,54.07343,68.90495,169.14081,169.96217,157.07834,149.69685
814,68.195564,48.836998,64.09689,163.64127,156.84326,161.5342,144.07527
815,83.62353,63.945396,75.798584,121.947174,151.4808,160.6827,114.874146
816,75.59905,83.16991,82.71852,169.30121,169.37592,132.87708,153.322
817,51.048286,76.846344,35.88903,169.18645,175.21848,153.94344,172.8413
818,79.282196,67.91841,8.067645,175.66278,177.35225,148.26251,138.35408
819,86.17058,94.95292,21.898657,160.99368,165.73592,112.46155,98.311066
820,72.55095,58.163403,51.134506,130.36943,152.88159,131.1287,144.62589
821,74.65776,62.239414,55.189682,175.08461,165.50824,148.60912,138.32758
822,108.64909,51.11588,35.38425,177.10829,171.41864,170.27037,111.788994
823,63.385983,55.282207,52.264343,152.09325,148.82074,164.28221,149.76361
824,88.178444,90.90497,105.53278,165.31822,165.50146,126.388016,143.15575
825,54.362427,55.34425,52.356647,156.14207,166.58801,155.21436,157.15997
826,67.095245,67.59983,20.499449,175.50032,167.18188,147.37756,145.77963
827,69.89347,61.275448,59.055984,162.99854,168.09819,145.43192,170.07535
828,77.894714,91.48365,48.663803,171.915,151.95506,154.03156,145.49525
829,86.52732,88.93364,103.67281,162.09833,160.63795,133.9906,130.25017
830,54.586315,81.122955,63.43348,167.4311,154.01584,122.82678,161.35126
831,53.095367,87.58337,47.306793,158.22781,156.79109,133.14,167.2652
832,56.70506,105.40674,26.178297,173.95822,169.25533,143.18718,169.34715
833,32.471497,90.61778,31.058914,171.40222,164.5366,131.40755,152.65518
834,67.375534,88.99751,24.669039,158.04045,162.83015,130.06685,147.67027
835,64.71031,88.45539,41.14746,168.8831,152.07396,143.78893,149.76027
836,70.59649,62.479206,65.10891,153.0714,162.56479,137.9993,146.42361
837,88.23995,81.60543,11.661196,168.78809,171.42075,164.2132,155.34148
838,71.027885,75.19227,20.00493,166.34314,169.20547,164.461,164.76462
839,99.47763,89.22938,62.987743,167.27248,163.89372,131.11339,131.16716
840,85.35368,38.462685,12.549462,171.51392,171.13809,155.81535,143.11298
841,62.650578,63.17603,75.75432,172.40324,168.07939,152.79584,154.68324
842,77.338875,36.782772,16.778078,166.29292,171.43628,162.72159,146.71646
843,52.70342,53.5886,5.7514567,166.21867,166.02203,142.6476,130.30865
844,136.43536,94.18265,25.777544,165.86499,166.65211,148.1059,128.31056
845,107.34418,48.105537,43.29433,172.76732,165.66821,168.02414,113.51357
846,80.00937,75.98332,105.892395,152.94254,149.25359,154.8189,123.24114
847,88.945946,60.192802,32.465355,161.03133,147.90239,160.22485,122.97293
848,123.87673,68.17583,57.6894,166.32819,170.13133,154.46042,77.64665
849,76.44657,63.023872,31.711857,168.60138,159.33174,143.64937,130.34285
850,45.83428,73.885124,31.59357,166.65123,170.62515,129.82748,167.62039
