pose_id,right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder
851,63.263435,81.1658,7.966442,170.16396,169.16219,132.86423,157.25893
852,34.50687,64.99475,26.913113,158.08372,158.73909,130.89188,131.40979
853,74.54879,72.7716,53.361107,165.1508,175.15045,147.73679,166.13449
854,79.8737,72.37823,96.88898,165.58432,147.88374,156.11174,123.95962
855,60.79492,96.26856,7.075984,169.8272,175.97731,149.10721,162.41281
856,111.70666,89.265434,17.439949,169.51515,170.43515,162.72873,133.05995
857,47.461823,93.45701,32.76094,155.48701,165.38736,150.5222,164.39041
858,60.742344,45.056595,11.249798,163.56212,162.8699,156.61769,153.67752
859,94.359634,57.140675,18.700665,174.7722,175.70691,153.29819,128.8402
860,75.00387,69.88126,11.19234,163.24411,166.30415,167.79677,166.60326
861,109.09704,66.24937,39.756653,156.33966,163.42291,161.91042,170.34445
862,80.076294,103.62096,25.652084,148.87796,152.89766,140.00343,167.67088
863,85.52368,79.14914,11.911547,171.67715,163.37643,154.23969,145.23836
864,101.64485,24.646133,15.732343,170.09282,175.98204,149.70573,134.78804
865,96.16843,31.002384,30.9277,163.29898,169.28572,154.00203,145.69774
866,100.03937,108.161514,23.317867,151.69344,151.99736,140.35707,148.5391
867,63.874622,62.678326,73.31006,165.07164,151.17674,156.06673,136.00403
868,90.65308,95.949326,13.585623,173.45253,178.2162,172.23584,174.36229
869,77.777794,64.57479,14.589831,166.03221,163.57066,136.71234,137.05139
870,43.794952,84.15736,24.311405,171.79156,177.8966,137.65001,172.62814
871,83.62452,80.865486,9.067785,172.44423,172.97578,170.49384,171.04614
872,64.939,58.78395,16.627314,159.6704,162.88008,155.25693,151.54944
873,62.097645,64.9563,74.39164,164.17113,153.18726,152.51817,130.98761
874,68.95561,77.11313,56.242718,155.56555,170.74802,155.26967,141.5784
875,59.208282,81.817345,31.457333,162.86378,161.95192,144.35616,163.25298
876,95.211006,80.96816,38.65986,174.19818,157.31725,160.74326,142.25311
877,75.0045,75.87285,12.597624,171.15941,170.58836,170.00348,168.9692
878,77.77237,84.77759,58.148956,177.99231,166.08186,159.95474,135.22493
879,85.60277,68.13166,83.69774,164.92471,162.38377,157.77512,151.41988
880,52.284218,63.80048,79.056206,117.75434,108.66234,130.74593,145.84985
881,50.80902,79.124084,51.039318,162.4104,169.2427,135.56036,164.71858
882,48.513416,88.68185,17.545542,177.38416,175.69078,122.73231,138.37878
883,61.83197,80.60178,41.34443,164.15335,157.12018,141.14363,163.01921
884,65.20664,107.04053,78.16202,170.75053,163.96347,116.737404,166.78772
885,77.700096,78.0159,44.724445,113.07763,132.91075,141.2258,127.83083
886,61.58467,73.51635,62.073765,159.43735,153.47636,142.06497,161.39761
